t,p0,p1,p2,p3,p4
0,31,126,31,13,162
30,31,126,73,13,162
60,73,126,73,13,162
90,95,126,73,13,162
120,95,126,73,13,162
150,100,126,73,13,162
180,100,126,165,13,162
210,100,126,165,13,162
240,100,126,62,13,162
270,100,126,62,13,162
300,100,126,62,13,162
330,6,126,62,13,126
360,6,13,62,13,13
390,152,13,62,13,13
420,152,13,138,13,13
450,152,13,138,13,13
480,152,13,138,13,38
510,152,45,138,13,38
540,152,45,138,162,78
570,152,45,84,162,78
600,152,38,84,13,78
630,152,38,138,13,78
660,152,38,138,13,78
690,152,38,138,13,78
720,145,27,0,13,78
750,145,27,0,13,78
780,152,91,0,38,150
810,152,40,0,38,150
840,152,40,40,91,156
870,152,40,91,91,91
900,152,40,91,91,150
930,152,40,13,91,150
960,152,40,13,91,38
990,152,40,91,91,38
1020,152,40,91,91,91
1050,152,40,40,40,91
1080,152,91,40,40,78
1110,152,91,40,91,78
1140,152,91,91,91,78
1170,152,91,91,91,78
1200,152,91,171,91,156
1230,152,91,171,91,156
1260,152,91,171,91,156
1290,152,91,91,91,156
1320,152,91,91,91,156
1350,152,91,91,91,156
1380,152,91,153,91,156
1410,152,91,153,91,156
1440,152,153,153,91,156
1470,39,153,153,91,156
1500,39,153,153,153,38
1530,39,153,153,153,38
1560,39,153,168,153,38
1590,39,153,168,153,38
1620,39,153,168,153,38
1650,175,153,91,11,38
1680,175,153,91,11,38
1710,109,153,168,75,38
1740,109,153,168,75,38
1770,109,153,153,75,38
1800,133,153,153,75,38
1830,133,153,153,75,38
1860,133,153,153,75,38
1890,166,153,153,21,38
1920,166,91,153,11,38
1950,166,91,153,11,38
1980,166,91,153,11,38
2010,190,91,153,11,38
2040,190,91,153,11,38
2070,190,91,91,11,38
2100,195,91,91,11,38
2130,172,91,40,54,38
2160,172,91,168,54,38
2190,190,91,153,54,38
2220,190,91,153,54,38
2250,88,153,153,54,78
2280,88,153,153,54,78
2310,83,153,153,54,78
2340,83,153,153,162,78
2370,83,153,153,162,78
2400,83,153,153,162,78
2430,83,153,153,162,78
2460,83,153,153,162,150
2490,83,91,89,162,150
2520,165,91,89,162,150
2550,165,91,89,162,78
2580,165,91,89,162,78
2610,165,27,89,162,158
2640,88,27,136,124,158
2670,88,27,136,124,158
2700,160,27,151,196,158
2730,61,185,151,196,158
2760,61,185,155,196,158
2790,61,185,155,196,158
2820,121,185,155,196,158
2850,121,185,155,196,92
2880,61,138,155,196,59
2910,121,138,155,111,59
2940,122,62,151,111,59
2970,49,138,151,123,59
3000,122,138,151,123,90
3030,82,79,151,123,90
3060,10,79,151,123,90
3090,10,79,151,123,90
3120,18,79,89,123,192
3150,182,79,89,123,192
3180,182,79,89,123,192
3210,182,79,89,123,192
3240,182,79,89,123,192
3270,182,79,89,123,192
3300,182,79,89,123,192
3330,82,79,34,123,192
3360,82,79,34,106,192
3390,47,79,151,106,192
3420,47,192,151,151,192
3450,47,192,151,151,192
3480,47,191,89,151,192
3510,47,191,89,151,192
3540,47,191,89,151,192
3570,143,191,89,151,192
3600,129,191,89,151,117
3630,129,191,89,151,117
3660,129,191,89,151,117
3690,82,191,89,151,65
3720,82,191,89,151,65
3750,129,191,151,151,65
3780,129,191,155,151,65
3810,129,191,155,151,65
3840,182,191,155,151,65
3870,182,191,151,151,65
3900,47,191,151,34,65
3930,47,191,89,34,192
3960,47,191,151,89,192
3990,47,191,34,89,192
4020,47,191,151,34,117
4050,47,191,151,34,117
4080,47,191,106,34,117
4110,47,117,106,34,117
4140,47,65,106,34,117
4170,47,65,106,34,117
4200,82,65,106,106,65
4230,82,192,106,106,117
4260,82,192,106,106,117
4290,129,192,106,106,117
4320,129,192,106,106,117
4350,129,192,106,106,117
4380,129,192,106,106,65
4410,129,192,106,106,65
4440,129,192,106,106,22
4470,129,192,106,106,22
4500,129,192,106,106,22
4530,129,192,106,106,22
4560,50,192,106,106,22
4590,50,192,106,34,22
4620,50,192,106,34,22
4650,50,192,106,34,22
4680,50,192,106,34,22
4710,50,192,106,34,22
4740,50,192,106,34,22
4770,18,65,106,34,22
4800,18,117,106,89,22
4830,82,117,71,89,22
4860,129,117,71,89,22
4890,50,112,71,123,117
4920,50,112,71,89,117
4950,50,112,89,89,117
4980,50,112,89,89,117
5010,50,112,106,123,92
5040,50,112,106,106,92
5070,50,22,106,106,92
5100,50,22,123,106,92
5130,50,199,123,123,158
5160,50,199,123,123,22
5190,50,22,123,123,22
5220,50,112,123,123,22
5250,50,112,123,151,22
5280,50,112,123,151,22
5310,50,85,151,151,92
5340,50,85,151,151,92
5370,50,85,151,151,103
5400,50,85,89,151,103
5430,50,199,89,151,103
5460,50,199,151,151,191
5490,129,199,34,151,191
5520,129,199,34,151,191
5550,129,192,34,151,191
5580,50,192,34,151,65
5610,50,112,34,151,65
5640,50,112,34,151,65
5670,50,112,34,151,65
5700,50,112,151,151,65
5730,82,112,151,151,65
5760,82,112,151,151,65
5790,50,112,151,151,90
5820,50,85,151,151,90
5850,50,85,151,151,90
5880,50,85,151,155,90
5910,50,85,77,155,90
5940,50,85,77,151,90
5970,50,85,89,151,92
