id,x0,y0,x1,y1
65,96,102,106,110
64,110,126,112,124
63,134,144,134,146
62,102,120,100,120
61,174,96,174,98
60,176,92,178,92
59,78,82,76,80
58,126,126,128,128
57,100,120,98,120
56,86,76,86,78
55,158,148,158,150
54,146,140,144,140
53,136,96,134,98
52,102,106,102,108
51,96,86,96,84
50,86,86,88,88
49,170,106,170,104
48,94,94,96,96
47,108,78,110,78
46,112,98,114,98
45,108,156,110,156
44,76,138,76,140
43,130,106,128,106
42,128,78,126,78
41,178,144,180,144
40,176,136,178,136
39,86,86,88,88
38,150,128,148,128
37,86,86,88,88
36,108,182,108,184
35,94,160,96,160
34,92,134,92,136
33,72,76,74,78
32,144,82,144,80
31,78,116,78,118
30,118,152,118,154
29,108,156,110,156
28,156,132,158,132
27,100,82,98,82
26,96,122,98,120
25,122,104,122,102
24,112,132,112,134
23,98,168,96,168
22,88,156,86,156
21,90,170,90,172
20,80,150,78,150
19,116,134,118,136
18,80,100,80,98
17,144,86,146,86
16,106,146,106,144
15,120,136,118,136
14,142,120,144,120
13,182,88,180,88
12,146,112,148,112
11,82,92,82,94
10,142,100,144,100
9,154,88,154,86
8,76,100,76,98
7,114,142,114,140
6,162,94,160,94
5,84,170,84,168
4,132,124,134,124
3,126,126,128,128
2,122,122,120,120
1,124,174,124,176
0,166,80,168,80
