t,p0,p1,p2,p3,p4
0,8,23,22,80,8
30,8,23,22,80,8
60,8,23,22,80,8
90,8,23,28,80,8
120,8,23,28,80,8
150,8,23,28,80,8
180,8,23,28,80,8
210,8,23,28,80,8
240,8,23,28,80,8
270,8,23,28,80,8
300,8,23,28,80,8
330,8,23,28,80,8
360,8,26,28,80,8
390,8,26,28,80,8
420,8,26,28,35,8
450,8,26,28,35,8
480,8,26,28,35,8
510,8,26,48,35,8
540,8,26,48,35,8
570,8,26,48,35,8
600,8,26,5,35,8
630,8,24,68,35,8
660,8,24,68,35,8
690,8,24,3,35,8
720,8,24,3,35,8
750,8,20,3,35,8
780,8,20,68,35,8
810,8,20,68,35,8
840,8,20,68,35,8
870,8,20,68,35,8
900,8,20,48,35,8
930,8,20,48,35,8
960,8,20,48,35,8
990,8,20,48,35,8
1020,8,20,48,35,8
1050,8,20,48,35,8
1080,8,20,48,35,8
1110,8,20,48,35,8
1140,8,20,35,35,8
1170,8,20,35,35,8
1200,8,20,35,35,8
1230,8,20,35,35,8
1260,8,20,39,35,8
1290,8,20,39,35,8
1320,8,20,39,35,8
1350,8,20,39,35,8
1380,8,20,39,35,8
1410,8,20,39,35,8
1440,8,20,39,35,8
1470,8,20,39,35,8
1500,8,20,87,35,8
1530,8,20,48,35,8
1560,8,20,48,35,8
1590,8,20,48,35,8
1620,8,20,48,35,8
1650,8,20,48,35,8
1680,8,20,48,35,8
1710,8,20,35,35,8
1740,8,20,87,35,8
1770,8,20,87,35,8
1800,8,20,87,35,8
1830,8,20,87,35,8
1860,8,20,87,35,8
1890,8,20,42,39,8
1920,8,74,42,39,8
1950,8,38,42,39,8
1980,8,38,42,39,8
2010,8,38,42,39,8
2040,8,38,42,39,8
2070,8,38,42,39,8
2100,8,14,42,39,8
2130,8,14,42,39,8
2160,8,20,42,39,8
2190,8,31,99,39,8
2220,8,31,99,35,8
2250,8,20,99,35,8
2280,8,20,99,35,8
2310,8,20,99,35,8
