t,p0,p1,p2,p3,p4
0,23,78,65,8,22
30,23,78,65,8,22
60,23,67,67,8,22
90,23,67,67,8,80
120,23,67,67,8,80
150,23,67,12,8,80
180,23,1,12,8,80
210,36,1,12,8,80
240,36,1,12,8,80
270,26,1,9,8,80
300,26,1,9,8,80
330,26,1,9,8,35
360,26,1,30,8,35
390,26,1,30,8,35
420,21,1,30,8,35
450,21,46,30,8,35
480,21,46,30,8,35
510,21,66,30,8,35
540,21,66,30,8,35
570,21,66,57,8,35
600,21,1,57,8,35
630,21,1,57,8,35
660,21,0,57,8,35
690,21,0,57,8,35
720,21,30,0,8,48
750,21,30,0,8,48
780,21,12,0,8,48
810,27,12,55,8,48
840,27,12,55,8,48
870,27,12,55,8,48
900,27,30,55,8,48
930,27,30,55,8,48
960,27,30,55,8,48
990,27,30,35,8,48
1020,27,30,28,8,48
1050,27,30,28,8,48
1080,27,30,28,8,48
1110,27,30,28,8,3
1140,27,30,28,8,3
1170,27,30,28,8,3
1200,27,30,48,8,68
1230,27,30,48,8,68
1260,27,30,48,8,68
1290,27,30,48,8,68
1320,27,30,48,8,68
1350,27,30,48,8,68
1380,27,30,48,8,68
1410,27,30,48,8,68
1440,27,30,48,8,68
1470,27,30,48,8,68
1500,27,30,48,8,68
1530,27,30,48,8,68
1560,27,30,48,8,68
1590,27,30,48,8,68
1620,27,30,48,8,68
1650,27,30,48,8,68
1680,27,30,48,8,68
1710,27,30,48,8,68
1740,27,30,48,8,62
1770,27,30,48,8,62
1800,27,30,48,8,62
1830,27,30,48,8,62
1860,27,30,48,8,62
1890,27,30,48,8,62
1920,27,30,48,8,62
1950,27,30,48,8,62
1980,27,30,48,8,62
2010,27,30,48,8,62
2040,27,30,48,8,62
2070,27,30,48,8,62
2100,20,30,48,8,3
2130,20,30,39,8,3
2160,27,30,39,8,76
2190,27,30,39,8,76
2220,45,30,39,8,76
2250,45,30,39,8,76
2280,34,30,39,8,69
2310,34,30,39,8,69
2340,34,30,39,8,69
2370,43,30,35,8,69
2400,43,30,35,8,69
2430,43,30,35,8,69
2460,43,30,35,8,69
2490,43,30,35,8,69
2520,43,30,35,8,69
2550,34,30,35,8,69
2580,44,30,35,8,69
2610,44,30,80,8,69
2640,45,30,80,8,69
2670,45,30,80,8,69
2700,21,0,27,8,69
2730,21,0,27,8,69
2760,27,1,27,8,69
2790,27,1,27,8,69
2820,27,1,27,8,69
2850,27,1,29,8,69
2880,27,46,29,8,69
2910,27,46,29,8,69
2940,27,46,29,8,69
2970,27,66,29,8,69
3000,27,49,29,8,69
3030,27,49,29,8,69
3060,27,49,27,8,69
3090,27,49,27,8,69
3120,27,49,21,8,69
3150,27,49,21,8,69
3180,21,49,21,8,69
3210,21,49,21,8,69
3240,21,49,27,8,69
3270,34,49,45,8,69
3300,34,49,45,8,69
3330,45,49,45,8,83
3360,45,49,45,8,83
3390,45,49,45,8,88
3420,34,49,45,8,88
3450,44,49,45,8,41
3480,44,49,45,8,41
3510,44,49,45,8,83
3540,44,49,45,8,41
3570,44,49,45,8,41
3600,44,49,45,8,41
3630,44,49,45,8,41
3660,44,49,45,8,41
3690,44,49,45,8,82
3720,45,49,45,8,82
3750,45,49,45,8,82
3780,45,49,45,8,41
3810,45,49,45,8,41
3840,45,58,45,8,41
3870,45,58,45,8,41
3900,45,58,45,8,41
3930,34,58,45,8,41
3960,43,58,45,8,41
3990,43,58,45,8,41
4020,34,58,45,8,41
4050,34,58,45,8,41
4080,34,58,45,8,41
4110,43,49,45,8,13
4140,43,49,45,8,15
4170,45,66,45,8,15
4200,45,66,45,8,15
4230,45,66,45,8,15
4260,45,66,45,8,13
4290,45,66,45,8,13
4320,45,46,45,8,13
4350,45,46,34,8,13
4380,45,46,34,8,13
4410,45,46,34,8,13
4440,34,66,34,8,13
4470,45,66,45,8,13
4500,45,49,45,8,13
4530,45,49,45,8,13
4560,45,49,45,8,13
4590,45,49,45,8,13
4620,45,49,45,8,13
4650,45,49,21,8,13
4680,45,49,21,8,13
4710,45,49,21,8,13
4740,45,46,21,8,13
4770,21,46,21,8,13
4800,21,46,27,8,13
4830,21,46,27,8,13
4860,21,46,27,8,13
4890,21,46,27,8,13
4920,45,46,27,8,15
4950,45,46,20,8,15
4980,45,46,20,8,15
5010,34,66,20,8,15
5040,34,66,45,8,13
5070,34,66,45,8,13
5100,44,58,45,8,13
