t,p0,p1,p2,p3,p4
0,104,28,28,36,84
30,104,28,28,36,84
60,104,28,28,36,84
90,104,28,28,36,84
120,104,100,28,70,84
150,104,100,28,70,84
180,104,100,28,74,84
210,104,100,28,74,24
240,104,100,100,74,24
270,36,100,100,74,24
300,36,28,107,74,24
330,74,28,107,74,0
360,74,100,107,74,0
390,74,100,107,74,0
420,74,100,107,74,130
450,82,110,107,74,130
480,82,110,107,74,65
510,90,110,107,70,65
540,90,110,113,70,65
570,82,110,113,120,65
600,82,5,113,120,65
630,82,5,110,120,65
660,82,5,110,120,65
690,82,28,110,120,65
720,82,28,105,120,65
750,82,28,105,117,65
780,82,28,105,117,65
810,82,28,105,117,65
840,82,28,105,117,65
870,82,28,105,117,65
900,82,28,105,116,65
930,82,28,82,116,65
960,82,28,82,80,65
990,82,28,82,68,65
1020,82,28,82,68,65
1050,82,28,82,97,65
1080,82,28,82,97,65
1110,82,28,102,97,65
1140,82,28,102,97,65
1170,82,28,120,108,65
1200,82,28,120,143,65
1230,82,28,57,143,65
1260,82,28,57,143,65
1290,82,28,57,57,65
1320,82,28,57,57,65
1350,82,28,57,102,65
1380,82,28,120,102,65
1410,82,28,120,102,65
1440,82,28,120,102,65
1470,82,28,120,102,65
1500,82,28,117,102,87
1530,82,28,117,102,87
1560,82,28,117,102,87
1590,82,28,117,102,87
1620,82,28,117,102,87
1650,82,28,117,82,87
1680,90,28,57,82,87
1710,90,28,57,82,87
1740,102,28,57,82,87
1770,102,28,57,82,87
1800,102,28,57,82,87
1830,102,28,57,82,87
1860,102,28,57,82,87
1890,102,28,133,82,87
1920,102,28,133,82,87
1950,102,28,133,82,87
1980,102,28,133,82,87
2010,102,28,133,59,87
2040,102,28,133,59,87
2070,102,28,133,59,87
2100,102,28,133,59,87
2130,102,28,133,59,87
2160,102,28,133,59,87
2190,102,28,73,59,87
2220,102,28,57,59,87
2250,90,28,57,59,87
2280,90,28,57,59,87
2310,90,28,57,59,23
2340,90,28,102,59,23
2370,90,28,102,59,38
2400,90,28,102,116,38
2430,90,28,143,116,38
2460,90,28,143,116,87
2490,90,100,53,117,87
2520,90,100,53,117,4
2550,104,100,53,117,58
2580,90,100,53,117,58
2610,90,28,53,117,58
2640,74,28,53,117,58
2670,74,77,53,117,58
2700,70,77,53,73,130
2730,70,100,53,73,130
2760,70,100,53,115,65
2790,70,105,53,97,65
2820,70,105,53,68,87
2850,74,44,53,68,87
2880,70,110,144,68,87
2910,74,118,144,94,38
2940,70,118,144,94,38
2970,120,110,144,94,4
3000,41,113,76,94,4
3030,16,113,76,8,4
3060,16,113,76,8,4
3090,97,113,76,8,4
3120,97,113,76,8,4
3150,97,134,76,8,4
3180,97,34,76,8,4
3210,97,34,76,8,4
3240,97,13,76,8,4
3270,97,13,76,8,4
3300,97,13,76,8,4
3330,97,13,76,8,142
3360,97,34,53,8,142
3390,97,40,53,8,32
3420,108,34,116,8,101
3450,108,34,116,8,101
3480,108,34,116,8,101
3510,68,34,116,8,101
3540,68,34,116,8,101
3570,68,34,116,8,101
3600,68,34,116,8,103
3630,68,34,116,8,103
3660,68,34,116,8,103
3690,68,34,116,8,103
3720,68,34,125,8,32
3750,68,34,125,89,101
3780,68,134,117,89,101
3810,97,134,117,137,4
3840,97,134,94,137,4
3870,137,134,94,117,4
3900,137,113,57,117,23
3930,68,113,57,117,23
3960,68,13,117,117,32
3990,68,13,117,117,4
4020,92,13,117,117,4
4050,92,13,117,117,142
4080,108,13,117,117,142
4110,108,13,117,117,142
4140,97,13,133,117,142
4170,97,34,133,116,142
4200,97,34,94,116,142
4230,97,34,94,116,142
4260,97,34,94,68,142
4290,97,34,94,68,142
4320,97,34,117,68,142
4350,97,34,117,68,145
4380,97,13,117,68,145
4410,97,13,117,94,145
4440,97,34,137,94,145
4470,97,134,137,97,98
4500,97,34,137,97,98
4530,97,34,92,97,98
4560,97,34,57,97,98
4590,97,34,57,97,98
4620,97,34,57,97,98
4650,97,34,57,97,98
4680,97,34,57,133,98
4710,97,34,57,133,98
4740,97,34,57,133,4
4770,97,34,92,97,4
4800,97,34,92,97,4
4830,97,34,137,97,4
4860,97,34,137,97,32
4890,97,34,137,81,32
4920,97,40,68,81,32
4950,97,40,68,81,32
4980,97,34,68,81,32
5010,97,13,133,80,32
5040,97,13,133,80,32
5070,97,13,117,80,32
5100,97,34,117,80,142
5130,97,34,117,80,142
5160,97,34,117,80,142
5190,81,146,117,80,142
5220,80,146,117,81,142
5250,89,146,137,92,142
