t,p0,p1,p2,p3,p4
0,165,141,164,164,165
30,165,141,164,164,165
60,165,141,164,164,165
90,165,141,164,164,165
120,165,141,100,164,165
150,165,141,100,164,165
180,165,141,100,164,165
210,165,141,100,164,165
240,165,141,100,164,165
270,165,141,100,164,165
300,165,141,100,164,165
330,165,141,100,164,165
360,165,143,100,264,165
390,165,143,100,264,165
420,165,143,100,264,165
450,165,143,100,264,165
480,165,143,100,210,165
510,165,143,35,210,165
540,165,143,35,210,165
570,165,143,169,210,165
600,165,143,120,178,165
630,165,142,198,178,165
660,165,142,198,210,165
690,165,158,174,210,165
720,165,158,174,210,165
750,165,158,174,210,165
780,165,158,283,57,165
810,165,292,283,57,165
840,165,292,283,210,165
870,165,292,283,210,165
900,165,292,283,210,165
930,165,292,283,210,165
960,165,292,100,210,165
990,165,292,100,210,165
1020,165,292,210,210,165
1050,165,292,210,210,165
1080,165,292,210,210,165
1110,165,292,210,210,165
1140,165,292,210,210,165
1170,165,292,210,210,165
1200,165,292,210,210,165
1230,165,292,210,210,165
1260,165,292,183,210,165
1290,165,292,183,210,165
1320,165,292,183,210,165
1350,165,292,183,108,165
1380,165,292,183,108,165
1410,165,292,108,108,165
1440,165,292,108,108,165
1470,165,292,108,108,165
1500,165,292,108,108,165
1530,165,292,283,108,165
1560,165,292,283,108,165
1590,165,292,57,108,165
1620,165,292,57,108,165
1650,165,292,57,108,165
1680,165,292,57,108,165
1710,165,292,210,108,165
1740,165,292,108,108,165
1770,165,163,108,108,165
1800,165,163,115,108,165
1830,165,292,115,108,165
1860,165,292,115,108,165
1890,165,292,15,183,165
1920,165,292,15,183,165
1950,165,134,15,183,165
1980,165,134,15,183,165
2010,165,134,15,183,165
2040,165,134,15,183,165
2070,165,134,15,183,165
2100,165,101,15,183,165
2130,165,101,15,183,165
2160,165,101,227,183,165
2190,165,292,172,183,165
2220,165,292,172,210,165
2250,165,292,231,210,165
2280,165,292,231,210,165
2310,165,158,231,210,165
2340,165,158,231,210,165
2370,165,143,13,210,165
2400,165,143,13,210,165
2430,165,142,13,178,165
2460,165,142,56,178,165
2490,165,44,56,210,165
2520,165,44,117,210,165
2550,165,44,117,210,165
2580,165,143,117,52,165
2610,165,143,117,52,165
2640,165,143,117,264,165
2670,165,143,117,264,165
2700,165,143,117,52,165
2730,165,143,117,52,165
2760,165,143,117,52,165
2790,165,143,168,52,165
2820,165,143,168,52,165
2850,165,143,260,52,165
2880,165,158,260,52,165
2910,165,158,260,52,165
2940,165,158,260,52,165
2970,165,2,260,52,165
3000,165,2,260,100,165
3030,165,2,260,100,165
3060,165,2,260,128,165
3090,165,2,81,128,165
3120,165,16,260,128,165
3150,165,16,260,128,165
3180,165,53,260,128,165
3210,165,53,81,128,165
3240,165,96,81,128,165
3270,165,96,117,99,165
3300,165,162,117,99,165
3330,165,162,117,208,165
3360,165,14,117,208,165
3390,165,14,263,208,165
3420,165,3,263,103,165
3450,165,261,263,103,165
3480,165,261,263,103,165
3510,165,180,263,99,165
3540,165,180,263,99,165
3570,165,261,272,99,165
3600,165,162,272,286,165
3630,165,162,272,111,165
3660,165,162,272,111,165
3690,165,162,272,111,165
3720,165,162,272,286,165
3750,165,162,272,286,165
3780,165,162,272,286,165
3810,165,162,294,286,165
3840,165,162,294,286,165
3870,165,162,184,43,165
3900,165,162,184,43,165
3930,165,261,184,41,165
3960,165,3,184,41,165
3990,165,3,184,128,165
4020,165,261,294,128,165
4050,165,261,294,128,165
4080,165,261,294,128,165
4110,165,180,294,128,165
4140,165,261,120,128,165
4170,165,162,120,128,165
4200,165,162,120,286,165
4230,165,261,120,286,165
4260,165,180,120,43,165
4290,165,180,284,120,165
4320,165,180,284,120,165
4350,165,180,284,120,165
4380,165,58,284,120,165
4410,165,3,283,120,165
4440,165,3,283,120,165
4470,165,3,283,287,165
4500,165,3,283,287,165
4530,165,3,283,287,165
4560,165,3,283,169,165
4590,165,3,283,169,165
4620,165,3,283,169,165
4650,165,3,283,240,165
4680,165,3,283,240,165
4710,165,144,210,123,165
4740,165,144,210,123,165
4770,165,144,210,240,165
4800,165,144,210,240,165
4830,165,144,57,240,165
4860,165,144,210,100,165
4890,165,180,210,100,165
4920,165,180,210,240,165
4950,165,186,283,240,165
4980,165,186,100,240,165
5010,165,186,100,169,165
5040,165,186,100,169,165
5070,165,186,179,179,165
5100,165,144,179,179,165
5130,165,144,179,240,165
5160,165,144,169,240,165
5190,165,144,169,240,165
5220,165,144,169,240,165
5250,165,133,100,240,165
5280,165,133,35,240,165
5310,165,261,35,123,165
5340,165,261,100,123,165
5370,165,261,100,123,165
5400,165,261,100,52,165
5430,165,261,100,52,165
5460,165,261,210,52,165
5490,165,261,210,52,165
5520,165,162,210,52,165
5550,165,162,210,52,165
5580,165,162,283,52,165
5610,165,162,283,52,165
5640,165,144,198,52,165
5670,165,3,198,52,165
5700,165,3,83,52,165
5730,165,3,83,52,165
5760,165,3,83,52,165
5790,165,3,83,240,165
5820,165,261,284,240,165
5850,165,261,284,240,165
5880,165,180,283,179,165
5910,165,180,283,179,165
5940,165,180,283,43,165
5970,165,180,283,43,165
6000,165,180,283,43,165
6030,165,180,283,43,165
6060,165,261,283,43,165
6090,165,261,83,120,165
6120,165,261,83,35,165
6150,165,261,283,35,165
6180,165,180,283,35,165
6210,165,180,283,35,165
6240,165,180,83,169,165
6270,165,180,83,179,165
6300,165,180,283,179,165
6330,165,261,198,179,165
6360,165,180,198,179,165
6390,165,122,198,169,165
6420,165,122,198,169,165
6450,165,261,198,169,165
6480,165,261,198,169,165
6510,165,186,198,169,165
6540,165,277,198,169,165
6570,165,277,83,179,165
6600,165,277,83,179,165
6630,165,277,83,179,165
6660,165,277,83,179,165
6690,165,277,83,179,165
6720,165,277,83,179,165
6750,165,277,83,179,165
6780,165,277,83,179,165
6810,165,277,83,179,165
6840,165,277,283,179,165
6870,165,277,283,179,165
6900,165,277,198,43,165
6930,165,277,198,43,165
6960,165,277,198,43,165
6990,165,277,198,43,165
7020,165,277,198,43,165
7050,165,277,198,43,165
7080,165,277,198,43,165
7110,165,277,198,43,165
7140,165,277,205,203,165
7170,165,277,205,191,165
7200,165,277,205,191,165
7230,165,277,97,191,165
7260,165,277,97,43,165
7290,165,277,205,43,165
7320,165,277,205,43,165
7350,165,186,205,41,165
7380,165,186,205,41,165
7410,165,186,205,128,165
7440,165,261,284,128,165
7470,165,261,284,43,165
7500,165,261,283,41,165
7530,165,261,283,41,165
7560,165,261,283,43,165
7590,165,121,283,43,165
7620,165,121,83,43,165
7650,165,162,120,43,165
7680,165,162,120,179,165
7710,165,261,120,179,165
7740,165,261,120,179,165
7770,165,180,83,179,165
7800,165,180,83,43,165
7830,165,180,83,43,165
7860,165,180,83,43,165
7890,165,180,83,43,165
7920,165,180,283,179,165
7950,165,180,283,179,165
7980,165,58,283,179,165
8010,165,58,283,43,165
8040,165,180,198,43,165
8070,165,180,205,43,165
8100,165,180,205,43,165
8130,165,96,283,43,165
8160,165,162,283,43,165
8190,165,162,283,43,165
8220,165,14,283,43,165
8250,165,31,283,43,165
8280,165,31,283,43,165
8310,165,31,198,43,165
8340,165,96,198,43,165
8370,165,96,198,43,165
8400,165,96,198,43,165
8430,165,96,283,43,165
8460,165,96,283,43,165
8490,165,96,283,43,165
8520,165,96,283,43,165
8550,165,96,283,43,165
8580,165,261,283,43,165
8610,165,261,120,43,165
8640,165,261,120,43,165
8670,165,261,120,43,165
8700,165,186,120,43,165
8730,165,186,179,43,165
8760,165,186,179,43,165
8790,165,186,179,43,165
8820,165,186,179,43,165
8850,165,186,179,43,165
8880,165,186,43,169,165
8910,165,186,169,67,165
8940,165,186,100,67,165
8970,165,186,100,67,165
9000,165,186,35,67,165
9030,165,186,35,67,165
9060,165,186,283,67,165
9090,165,186,283,67,165
9120,165,186,283,67,165
9150,165,186,83,67,165
9180,165,186,83,67,165
9210,165,133,283,35,165
9240,165,133,283,35,165
9270,165,133,283,35,165
9300,165,133,283,35,165
9330,165,261,283,120,165
9360,165,51,283,120,165
9390,165,51,283,120,165
9420,165,51,283,120,165
9450,165,51,120,120,165
9480,165,51,284,128,165
9510,165,51,284,128,165
9540,165,51,284,128,165
9570,165,51,284,128,165
9600,165,51,284,191,165
9630,165,51,284,191,165
9660,165,186,283,179,165
9690,165,186,283,43,165
9720,165,261,83,43,165
9750,165,261,83,43,165
9780,165,261,83,43,165
9810,165,261,83,43,165
9840,165,261,283,43,165
9870,165,261,283,43,165
9900,165,261,283,283,165
9930,165,261,283,283,165
9960,165,261,283,169,165
9990,165,261,283,169,165
10020,165,261,283,179,165
10050,165,261,283,43,165
10080,165,261,120,43,165
10110,165,180,120,120,165
10140,165,261,283,179,165
10170,165,261,283,179,165
10200,165,261,283,179,165
10230,165,261,283,179,165
10260,165,3,283,179,165
10290,165,261,283,179,165
10320,165,261,283,179,165
10350,165,261,283,179,165
10380,165,261,283,169,165
10410,165,261,283,179,165
10440,165,261,198,179,165
10470,165,144,198,179,165
10500,165,144,283,179,165
10530,165,144,283,179,165
10560,165,144,283,179,165
10590,165,144,283,179,165
10620,165,144,283,179,165
10650,165,144,283,179,165
10680,165,144,283,100,165
10710,165,144,283,100,165
10740,165,144,120,100,165
10770,165,144,120,100,165
10800,165,144,120,100,165
10830,165,144,120,123,165
10860,165,144,120,123,165
10890,165,144,283,123,165
10920,165,186,283,123,165
10950,165,186,210,123,165
10980,165,186,210,240,165
11010,165,101,210,240,165
11040,165,101,210,240,165
11070,165,101,210,240,165
11100,165,101,105,240,165
11130,165,101,105,240,165
11160,165,112,105,100,165
11190,165,112,105,100,165
11220,165,112,105,283,165
11250,165,112,178,283,165
11280,165,112,178,283,165
11310,165,112,210,283,165
11340,165,112,210,283,165
11370,165,112,295,283,165
11400,165,101,295,283,165
11430,165,101,295,283,165
11460,165,101,295,120,165
11490,165,101,295,120,165
11520,165,101,295,120,165
11550,165,101,295,120,165
11580,165,101,295,41,165
11610,165,101,295,191,165
11640,165,101,126,191,165
11670,165,101,126,191,165
11700,165,292,126,43,165
11730,165,292,126,43,165
11760,165,292,210,43,165
11790,165,292,283,169,165
11820,165,163,283,169,165
11850,165,163,57,169,165
11880,165,122,57,169,165
11910,165,122,283,169,165
11940,165,122,283,169,165
11970,165,122,283,179,165
12000,165,186,283,179,165
12030,165,186,169,179,165
12060,165,186,169,179,165
12090,165,186,169,179,165
12120,165,186,169,179,165
12150,165,186,169,179,165
12180,165,186,83,179,165
12210,165,186,83,179,165
12240,165,186,83,43,165
12270,165,186,83,43,165
12300,165,186,198,43,165
12330,165,186,283,43,165
12360,165,186,283,43,165
12390,165,144,289,43,165
12420,165,144,289,43,165
12450,165,144,284,43,165
12480,165,144,283,43,165
12510,165,144,283,43,165
12540,165,144,284,43,165
12570,165,144,284,120,165
12600,165,144,283,203,165
12630,165,144,283,203,165
12660,165,144,283,203,165
12690,165,144,286,203,165
12720,165,144,286,203,165
12750,165,144,286,191,165
12780,165,144,286,191,165
12810,165,186,286,203,165
12840,165,186,286,203,165
12870,165,261,283,203,165
12900,165,261,283,203,165
12930,165,261,283,203,165
12960,165,261,283,203,165
12990,165,144,283,203,165
13020,165,144,283,203,165
13050,165,186,83,203,165
13080,165,186,83,291,165
13110,165,186,283,5,165
13140,165,186,283,243,165
13170,165,121,283,243,165
