t,p0,p1,p2,p3,p4
0,2,18,24,24,47
30,2,18,24,24,47
60,2,18,21,24,47
90,2,18,21,24,47
120,2,18,85,24,47
150,2,18,29,24,47
180,2,62,29,24,47
210,2,62,93,24,12
240,2,90,93,24,12
270,2,90,99,24,12
300,2,90,99,24,12
330,2,90,99,24,12
360,2,90,99,24,12
390,2,90,99,24,12
420,69,90,99,24,12
450,69,90,99,24,20
480,69,90,99,24,20
510,69,7,50,24,20
540,69,7,99,24,20
570,69,7,99,24,17
600,69,51,99,24,17
630,69,51,99,24,17
660,69,51,39,24,17
690,69,51,39,24,17
720,69,51,52,24,17
750,69,51,52,24,17
780,69,72,52,24,17
810,69,72,12,24,17
840,69,72,12,24,17
870,69,72,12,24,17
900,69,62,12,24,17
930,69,62,12,24,17
960,69,62,12,24,17
990,69,62,12,24,17
1020,69,62,12,24,17
1050,69,62,12,24,75
1080,69,62,12,24,75
1110,69,62,58,24,75
1140,69,62,58,24,75
1170,69,62,58,24,75
1200,69,62,12,24,75
1230,69,62,12,24,75
1260,69,62,91,24,75
1290,69,62,91,24,75
1320,69,62,17,24,75
1350,69,62,17,24,75
1380,69,62,17,24,75
1410,69,62,17,24,75
1440,69,62,17,24,75
1470,69,62,17,24,75
1500,69,62,17,24,75
1530,69,62,17,24,75
1560,69,62,17,24,75
1590,69,62,17,24,75
1620,69,62,91,24,75
1650,69,62,20,24,75
1680,69,62,20,24,75
1710,69,62,20,24,75
1740,69,62,20,24,75
1770,69,62,20,24,75
1800,69,62,20,24,87
1830,69,62,17,24,87
1860,69,62,17,24,87
1890,69,62,17,24,87
1920,57,62,17,24,87
1950,57,62,17,24,87
1980,57,62,17,24,87
2010,57,62,17,24,87
2040,57,62,17,24,87
2070,65,62,17,24,87
2100,38,62,17,24,14
2130,38,62,17,24,14
2160,65,62,17,24,14
2190,65,62,17,24,14
2220,65,62,20,24,14
2250,65,62,20,24,14
2280,38,62,20,24,75
2310,38,62,20,24,75
2340,38,62,20,24,75
2370,38,62,20,24,75
2400,38,62,20,24,75
2430,38,62,20,24,75
2460,38,62,4,24,75
2490,61,62,4,24,75
2520,61,62,20,24,75
2550,38,62,12,24,75
2580,38,62,12,24,75
2610,38,62,43,24,75
2640,38,62,43,24,75
2670,38,62,43,24,75
2700,57,62,69,24,75
2730,57,62,69,24,75
2760,57,27,69,24,75
2790,57,90,69,24,75
2820,57,90,57,24,75
2850,57,27,69,24,75
2880,57,90,69,24,75
2910,57,76,57,24,75
2940,57,90,57,24,75
2970,57,90,57,24,75
3000,57,96,69,24,75
3030,57,96,69,24,75
3060,57,96,69,24,75
3090,69,96,69,24,75
3120,69,96,69,24,75
3150,69,96,69,24,75
3180,38,96,69,24,75
3210,38,96,57,24,55
3240,38,96,65,24,55
3270,65,96,38,24,55
3300,65,96,38,24,55
3330,38,96,38,24,55
3360,38,96,65,24,55
3390,65,96,38,24,55
3420,38,96,57,24,55
3450,38,96,57,24,55
3480,38,96,57,24,55
3510,38,96,38,24,55
3540,38,96,38,24,55
3570,38,89,38,24,55
3600,38,89,38,24,55
3630,38,89,38,24,55
3660,38,89,38,24,55
3690,38,89,38,24,55
3720,38,89,38,24,55
3750,38,89,38,24,55
3780,38,89,38,24,55
3810,38,89,38,24,55
3840,38,96,38,24,55
3870,38,96,38,24,55
3900,38,96,38,24,55
3930,38,96,38,24,55
3960,38,96,38,24,55
3990,38,96,38,24,55
4020,38,96,38,24,55
4050,38,96,38,24,55
4080,38,96,38,24,55
4110,38,76,38,24,55
4140,38,89,38,24,56
4170,38,76,38,24,56
4200,38,76,38,24,56
4230,38,76,38,24,56
4260,57,76,38,24,91
4290,38,76,38,24,91
4320,38,7,38,24,55
4350,38,7,38,24,55
4380,38,7,38,24,55
4410,38,90,38,24,55
4440,57,96,38,24,55
4470,38,96,38,24,55
4500,38,96,38,24,55
4530,38,96,38,24,55
4560,38,96,38,24,55
4590,38,96,57,24,55
4620,38,96,38,24,55
4650,38,96,57,24,55
4680,38,96,57,24,55
4710,94,7,57,24,55
4740,94,7,57,24,55
4770,69,7,57,24,55
4800,69,7,57,24,55
4830,69,7,57,24,55
4860,69,7,57,24,55
4890,38,7,57,24,55
4920,38,7,65,24,55
4950,38,7,65,24,55
4980,38,7,65,24,75
5010,38,90,65,24,56
5040,38,90,38,24,56
5070,38,90,38,24,56
5100,38,76,38,24,56
5130,57,76,38,24,56
5160,57,96,38,24,56
5190,57,96,38,24,56
5220,38,96,38,24,56
5250,38,96,38,24,55
5280,38,7,57,24,55
5310,38,7,57,24,55
5340,38,76,57,24,55
5370,38,76,57,24,55
5400,38,51,38,24,55
5430,38,27,38,24,55
5460,38,27,38,24,55
5490,38,90,38,24,55
5520,38,90,38,24,55
5550,38,90,57,24,55
5580,38,90,57,24,55
5610,57,90,57,24,55
5640,57,90,38,24,55
5670,38,90,38,24,55
5700,38,90,57,24,49
5730,69,90,57,24,49
5760,69,76,69,24,49
5790,69,76,69,24,49
5820,69,76,65,24,32
5850,69,90,65,24,32
5880,38,90,65,24,32
5910,38,90,65,24,32
5940,38,90,65,24,55
5970,38,90,65,24,55
6000,38,90,38,24,55
6030,38,90,38,24,55
6060,38,76,38,24,55
6090,38,76,38,24,55
6120,38,64,38,24,55
6150,38,64,38,24,55
