t,p0,p1,p2,p3,p4
0,21,29,2,73,29
30,21,29,2,73,29
60,21,29,2,73,73
90,21,18,2,73,73
120,21,18,2,73,73
150,21,85,2,73,73
180,21,85,2,73,73
210,21,18,2,27,73
240,21,18,2,27,73
270,21,21,2,27,39
300,21,21,2,27,39
330,21,62,2,90,39
360,21,21,2,90,39
390,21,21,2,90,39
420,21,21,2,90,39
450,19,99,2,7,77
480,19,60,95,7,77
510,19,60,95,7,77
540,19,60,65,39,77
570,19,60,65,39,20
600,19,60,65,39,20
630,19,60,65,39,20
660,19,93,65,39,20
690,19,93,65,39,20
720,71,25,65,52,20
750,71,25,65,52,20
780,71,62,65,77,20
810,71,62,65,77,20
840,71,25,65,20,20
870,33,25,65,20,20
900,33,25,82,20,41
930,33,25,65,17,41
960,33,25,65,17,20
990,33,25,65,75,20
1020,19,25,82,75,20
1050,19,25,82,75,20
1080,19,25,82,75,20
1110,19,25,82,75,20
1140,19,72,82,75,20
1170,19,72,82,75,17
1200,19,72,82,75,17
1230,99,66,82,75,17
1260,99,66,82,91,17
1290,99,21,82,91,17
1320,99,21,82,91,17
1350,99,21,82,17,17
1380,99,21,23,17,12
1410,39,21,23,75,12
1440,39,21,83,75,4
1470,39,21,83,75,4
1500,39,21,76,75,20
1530,39,18,76,75,20
1560,39,18,83,75,39
1590,39,18,83,75,39
1620,39,18,83,20,39
1650,39,18,83,20,39
1680,52,18,83,17,39
1710,52,18,83,17,39
1740,77,18,83,17,39
1770,77,18,83,17,39
1800,4,18,83,75,20
1830,20,18,83,75,20
1860,20,18,83,17,34
1890,20,18,83,17,34
1920,20,18,39,17,34
1950,20,18,39,17,20
1980,41,18,39,17,20
2010,41,18,39,41,20
2040,41,18,39,41,20
2070,41,18,52,41,20
2100,41,18,52,41,20
2130,41,18,77,41,39
2160,41,18,77,20,39
2190,41,18,20,20,39
2220,41,18,20,20,39
2250,20,18,41,20,39
2280,20,18,41,20,39
2310,20,18,20,20,39
2340,20,18,20,17,93
2370,20,18,41,17,93
2400,20,18,41,17,93
2430,20,18,17,17,93
2460,20,18,17,17,93
2490,12,18,17,17,93
2520,12,18,17,17,93
2550,43,18,17,17,93
2580,43,18,17,17,93
2610,43,62,17,12,19
2640,43,62,75,12,19
2670,43,62,75,12,19
2700,43,62,14,12,19
2730,43,62,14,12,11
2760,81,62,17,12,11
2790,81,27,17,12,11
2820,81,90,17,12,11
2850,43,90,55,12,11
2880,43,90,14,12,82
2910,12,90,14,17,82
2940,12,90,14,17,11
2970,12,90,14,17,11
3000,58,76,14,17,38
3030,58,90,87,17,38
3060,58,90,87,17,38
3090,58,96,87,75,38
3120,58,96,87,75,38
3150,58,96,75,75,38
3180,58,96,75,75,38
3210,56,96,75,75,38
3240,56,96,75,75,38
3270,9,96,75,75,65
3300,9,96,75,75,38
3330,9,96,75,75,38
3360,9,89,75,75,38
3390,56,89,75,75,38
3420,56,89,75,75,38
3450,75,89,75,75,38
3480,75,89,56,75,38
3510,56,89,56,75,38
3540,56,89,56,75,38
3570,56,89,56,56,38
3600,91,7,56,56,38
3630,91,7,56,56,38
3660,55,7,56,75,38
3690,55,7,56,75,65
3720,55,64,56,75,65
3750,55,64,56,55,65
3780,55,89,9,55,57
3810,55,89,9,55,57
3840,55,89,75,55,57
3870,55,89,75,55,38
3900,55,89,75,55,38
3930,55,89,75,55,38
3960,55,89,75,55,38
3990,91,89,75,55,38
4020,91,89,75,55,57
4050,91,89,75,55,57
4080,91,89,17,55,57
4110,91,89,17,55,57
4140,91,89,17,55,38
4170,91,80,17,55,38
4200,91,80,91,55,57
4230,91,80,91,55,57
4260,91,80,91,55,57
4290,91,31,91,55,69
4320,91,89,91,55,69
4350,91,89,91,55,69
4380,58,7,17,55,38
4410,58,7,17,55,38
4440,58,90,17,55,57
4470,58,90,17,55,38
4500,58,7,75,55,38
4530,55,27,17,55,38
4560,55,27,17,55,38
4590,56,27,56,55,38
4620,56,27,56,55,38
4650,56,27,56,55,38
4680,55,27,56,55,38
4710,55,27,56,55,38
4740,55,27,56,55,38
4770,55,27,9,55,38
4800,55,27,9,55,38
4830,55,27,9,55,38
4860,9,27,9,9,38
4890,55,27,9,9,38
4920,55,90,9,9,38
4950,55,90,9,9,38
4980,9,90,9,9,38
5010,9,90,9,9,38
5040,9,90,9,55,38
5070,9,80,46,55,61
5100,9,96,46,55,61
5130,9,96,46,55,38
5160,9,96,46,55,38
5190,9,89,46,55,38
5220,9,96,46,55,38
5250,9,96,46,55,38
5280,9,96,46,55,38
5310,9,96,46,55,38
5340,9,96,46,9,38
5370,17,96,75,9,38
5400,17,96,75,56,38
5430,91,89,75,56,38
5460,91,89,75,56,8
