t,p0,p1,p2,p3,p4
0,69,88,36,42,37
30,69,88,36,42,37
60,69,85,85,42,37
90,69,85,85,42,37
120,69,53,4,42,37
150,69,53,53,42,37
180,69,50,53,42,37
210,70,50,72,42,14
240,70,30,72,42,14
270,70,30,87,42,18
300,70,30,87,42,18
330,70,30,87,42,18
360,70,30,31,42,18
390,70,30,31,42,77
420,16,30,31,42,77
450,16,23,0,42,77
480,7,23,0,42,77
510,7,23,92,42,77
540,7,23,92,42,77
570,7,23,38,42,42
600,7,84,38,42,42
630,7,84,38,42,42
660,7,92,38,42,42
690,7,92,38,42,42
720,7,92,1,42,42
750,7,92,1,42,42
780,7,34,1,42,42
810,7,34,74,42,42
840,7,34,74,42,42
870,7,34,18,42,42
900,7,0,18,42,42
930,7,0,18,42,42
960,7,0,18,42,42
990,7,0,74,42,42
1020,7,0,42,42,42
1050,7,0,42,42,58
1080,7,0,42,42,58
1110,7,0,77,42,73
1140,7,0,77,42,73
1170,7,0,77,42,73
1200,7,0,58,42,73
1230,7,0,58,42,73
1260,7,0,58,42,73
1290,7,0,58,42,73
1320,7,0,58,42,73
1350,7,0,58,42,73
1380,7,0,58,42,73
1410,7,0,58,42,73
1440,7,0,58,42,73
1470,7,0,58,42,73
1500,7,0,58,42,73
1530,7,0,58,42,73
1560,7,0,58,42,73
1590,7,0,58,42,73
1620,7,0,58,42,73
1650,7,0,58,42,73
1680,7,0,58,42,73
1710,7,0,58,42,73
1740,7,0,58,42,25
1770,7,0,58,42,25
1800,7,0,58,42,21
1830,7,0,42,42,21
1860,7,0,42,42,21
1890,7,0,58,42,21
1920,7,0,58,42,21
1950,7,0,58,42,21
1980,7,0,58,42,21
2010,7,0,58,42,21
2040,7,0,58,42,21
2070,7,0,58,42,21
2100,7,0,58,42,19
2130,7,0,19,42,19
2160,7,0,19,42,35
2190,7,0,19,42,35
2220,7,0,24,42,35
2250,7,0,24,42,35
2280,15,0,24,42,21
2310,15,0,24,42,21
2340,15,0,24,42,21
2370,15,0,74,42,21
2400,15,0,74,42,21
2430,15,0,74,42,21
2460,15,0,74,42,21
2490,3,0,74,42,21
2520,3,0,74,42,21
2550,15,0,18,42,21
2580,15,72,18,42,21
2610,15,72,18,42,21
2640,15,50,18,42,21
2670,15,92,18,42,21
2700,7,92,7,42,21
2730,7,92,7,42,21
2760,7,61,7,42,21
2790,7,30,7,42,21
2820,7,30,7,42,21
2850,7,61,7,42,21
2880,7,30,7,42,21
2910,7,2,7,42,21
2940,7,23,7,42,21
2970,7,2,7,42,21
3000,7,23,7,42,21
3030,7,23,7,42,21
3060,7,23,7,42,21
3090,7,23,7,42,21
3120,7,23,7,42,21
3150,7,79,7,42,21
3180,7,79,7,42,21
3210,7,79,7,42,25
3240,7,79,7,42,25
3270,15,79,7,42,25
3300,15,79,7,42,25
3330,7,79,7,42,25
3360,7,79,15,42,25
3390,15,79,15,42,25
3420,15,79,15,42,25
3450,15,79,15,42,25
3480,15,79,15,42,25
3510,15,79,15,42,25
3540,15,79,15,42,25
3570,15,23,15,42,25
3600,15,23,15,42,25
3630,15,23,8,42,25
3660,15,23,8,42,25
3690,15,23,8,42,25
3720,15,23,8,42,25
3750,15,23,8,42,25
3780,15,23,8,42,25
3810,15,23,8,42,25
3840,15,23,8,42,25
3870,15,23,15,42,25
3900,15,23,15,42,25
3930,15,23,15,42,25
3960,15,23,15,42,25
3990,15,23,15,42,25
4020,15,23,15,42,25
4050,15,23,15,42,25
4080,15,23,15,42,25
4110,15,23,15,42,73
4140,15,23,15,42,25
4170,15,23,15,42,25
4200,15,23,15,42,25
4230,15,23,15,42,25
4260,15,23,15,42,25
4290,7,23,15,42,25
4320,7,23,15,42,73
4350,7,23,7,42,73
4380,7,23,7,42,73
4410,7,23,7,42,73
