t,p0,p1,p2,p3,p4
0,97,22,86,86,97
30,97,22,86,86,97
60,97,22,86,86,97
90,97,22,86,86,97
120,97,22,47,86,97
150,97,22,47,86,97
180,97,22,47,86,97
210,97,22,47,86,97
240,97,22,47,86,97
270,97,22,47,86,97
300,97,22,47,86,97
330,97,22,47,86,97
360,97,9,47,86,97
390,97,9,47,86,97
420,97,98,47,86,97
450,97,98,47,86,97
480,97,98,47,28,97
510,97,98,47,28,97
540,97,98,47,28,97
570,97,69,53,28,97
600,97,69,47,59,97
630,97,98,49,59,97
660,97,98,49,28,97
690,97,98,50,28,97
720,97,98,50,47,97
750,97,98,50,47,97
780,97,98,25,2,97
810,97,6,25,2,97
840,97,6,25,2,97
870,97,6,25,2,97
900,97,6,47,2,97
930,97,6,47,2,97
960,97,6,47,53,97
990,97,6,47,53,97
1020,97,6,60,53,97
1050,97,6,60,53,97
1080,97,6,60,53,97
1110,97,6,60,53,97
1140,97,6,28,28,97
1170,97,6,28,28,97
1200,97,6,59,28,97
1230,97,6,59,28,97
1260,97,6,87,28,97
1290,97,6,87,28,97
1320,97,6,59,28,97
1350,97,6,59,59,97
1380,97,6,59,59,97
1410,97,6,59,59,97
1440,97,6,59,59,97
1470,97,6,59,59,97
1500,97,6,17,59,97
1530,97,6,60,59,97
1560,97,6,60,59,97
1590,97,6,2,59,97
1620,97,6,2,59,97
1650,97,6,2,59,97
1680,97,6,2,59,97
1710,97,6,60,59,97
1740,97,6,59,59,97
1770,97,6,59,59,97
1800,97,6,17,59,97
1830,97,6,17,59,97
1860,97,6,17,59,97
1890,97,6,17,87,97
1920,97,6,17,87,97
1950,97,91,17,87,97
1980,97,91,17,87,97
2010,97,91,17,87,97
2040,97,91,17,87,97
2070,97,91,17,87,97
2100,97,91,17,87,97
2130,97,91,17,87,97
2160,97,91,17,87,97
2190,97,6,71,87,97
2220,97,6,71,87,97
2250,97,6,83,87,97
2280,97,6,83,87,97
2310,97,6,71,87,97
2340,97,6,71,87,97
2370,97,6,71,87,97
2400,97,6,71,87,97
2430,97,9,71,28,97
2460,97,9,71,28,97
2490,97,9,71,87,97
2520,97,9,83,87,97
2550,97,9,83,87,97
2580,97,9,18,75,97
2610,97,9,18,75,97
2640,97,98,18,86,97
2670,97,98,18,86,97
2700,97,98,18,86,97
2730,97,98,18,86,97
2760,97,98,18,86,97
2790,97,98,67,86,97
2820,97,98,67,86,97
2850,97,98,67,75,97
2880,97,69,67,75,97
2910,97,69,67,47,97
2940,97,69,67,47,97
2970,97,94,67,47,97
3000,97,94,18,53,97
3030,97,94,18,53,97
3060,97,94,18,63,97
3090,97,94,67,63,97
3120,97,94,36,63,97
3150,97,94,36,63,97
3180,97,52,36,63,97
3210,97,52,18,63,97
3240,97,52,18,63,97
3270,97,52,18,53,97
3300,97,19,18,53,97
3330,97,19,18,8,97
3360,97,85,18,8,97
3390,97,85,18,8,97
3420,97,19,18,74,97
3450,97,19,18,74,97
3480,97,19,18,74,97
3510,97,19,44,74,97
3540,97,19,44,74,97
3570,97,19,50,74,97
3600,97,19,50,15,97
3630,97,19,25,15,97
3660,97,19,25,15,97
3690,97,19,25,15,97
3720,97,19,25,48,97
3750,97,19,25,48,97
3780,97,19,25,48,97
3810,97,19,50,48,97
3840,97,19,50,48,97
3870,97,19,73,74,97
3900,97,19,73,74,97
3930,97,19,73,63,97
3960,97,52,73,63,97
3990,97,52,73,48,97
4020,97,85,48,48,97
4050,97,85,49,48,97
4080,97,85,49,48,97
4110,97,19,49,48,97
4140,97,19,50,48,97
4170,97,19,50,48,97
4200,97,19,50,48,97
4230,97,19,50,48,97
4260,97,52,50,48,97
4290,97,52,73,63,97
4320,97,52,73,63,97
4350,97,52,73,63,97
4380,97,19,73,63,97
4410,97,52,48,63,97
4440,97,52,48,46,97
4470,97,52,48,13,97
4500,97,52,48,13,97
4530,97,52,48,13,97
4560,97,52,60,47,97
4590,97,52,60,47,97
4620,97,52,60,47,97
4650,97,52,2,60,97
4680,97,52,2,60,97
4710,97,85,28,47,97
4740,97,85,28,47,97
4770,97,52,60,47,97
4800,97,52,60,47,97
4830,97,85,60,47,97
4860,97,85,53,75,97
4890,97,52,53,75,97
4920,97,52,53,75,97
4950,97,85,60,75,97
4980,97,85,47,75,97
5010,97,85,47,47,97
5040,97,85,47,47,97
5070,97,85,60,47,97
5100,97,85,60,47,97
5130,97,85,60,47,97
5160,97,85,53,47,97
5190,97,85,53,47,97
5220,97,85,53,47,97
5250,97,77,47,47,97
5280,97,77,47,47,97
5310,97,77,47,13,97
5340,97,77,60,13,97
5370,97,19,60,13,97
5400,97,19,60,47,97
5430,97,19,60,47,97
5460,97,19,28,47,97
5490,97,19,28,47,97
5520,97,19,53,47,97
5550,97,19,28,47,97
5580,97,19,53,47,97
5610,97,19,53,47,97
5640,97,85,49,47,97
5670,97,77,49,47,97
5700,97,77,49,47,97
5730,97,77,49,47,97
5760,97,77,49,47,97
5790,97,77,49,47,97
5820,97,85,53,47,97
