t,p0,p1,p2,p3,p4
0,107,18,18,6,5
30,107,18,18,6,5
60,107,56,56,6,5
90,107,56,56,6,26
120,107,37,37,6,26
150,107,37,56,6,5
180,107,49,56,6,5
210,22,49,76,6,5
240,22,63,76,6,5
270,109,63,139,6,5
300,109,63,139,6,5
330,109,63,139,6,44
360,109,63,9,6,44
390,109,63,9,6,44
420,98,63,9,6,44
450,98,63,9,6,133
480,54,63,9,6,133
510,54,31,39,6,133
540,54,31,92,6,133
570,54,31,92,6,55
600,54,92,9,6,55
630,54,92,9,6,55
660,54,9,0,6,55
690,54,9,0,6,55
720,54,9,45,6,55
750,54,9,45,6,55
780,54,27,45,6,55
810,54,27,44,6,55
840,54,27,44,6,55
870,54,27,44,6,55
900,54,49,44,6,55
930,54,49,44,6,55
960,54,49,44,6,55
990,54,49,44,6,55
1020,54,49,44,6,55
1050,54,49,44,6,65
1080,54,49,44,6,65
1110,54,49,28,6,65
1140,54,49,28,6,65
1170,54,49,28,6,65
1200,54,49,44,6,65
1230,54,49,44,6,65
1260,54,49,34,6,65
1290,54,49,34,6,65
1320,54,49,55,6,65
1350,54,49,55,6,65
1380,54,49,55,6,65
1410,54,49,55,6,65
1440,54,49,55,6,65
1470,54,49,55,6,65
1500,54,49,55,6,65
1530,54,49,55,6,65
1560,54,49,55,6,65
1590,54,49,55,6,65
1620,54,49,144,6,65
1650,54,49,24,6,65
1680,54,49,24,6,65
1710,54,49,24,6,65
1740,54,49,24,6,65
1770,54,49,24,6,65
1800,54,49,24,6,113
1830,54,49,24,6,113
1860,54,49,24,6,113
1890,54,49,65,6,113
1920,79,49,65,6,113
1950,79,49,55,6,113
1980,79,49,65,6,113
2010,79,49,65,6,113
2040,79,49,65,6,113
2070,60,49,65,6,113
2100,60,49,55,6,20
2130,60,49,55,6,20
2160,60,49,55,6,77
2190,60,49,55,6,77
2220,48,49,99,6,20
2250,48,49,99,6,20
2280,64,49,112,6,86
2310,64,49,112,6,86
2340,64,49,112,6,86
2370,129,49,44,6,86
2400,129,49,44,6,86
2430,129,49,44,6,86
2460,129,49,44,6,86
2490,10,49,44,6,86
2520,10,49,44,6,86
2550,64,49,44,6,86
2580,64,9,44,6,86
2610,64,9,23,6,86
2640,64,9,23,6,86
2670,64,7,23,6,86
2700,79,134,92,6,86
2730,79,134,92,6,86
2760,79,7,92,6,86
2790,79,63,92,6,86
