t,p0,p1,p2,p3,p4
0,4,86,88,92,43
30,4,86,88,92,43
60,4,86,88,92,43
90,4,86,88,92,60
120,4,86,88,92,60
150,4,86,88,92,74
180,4,86,88,92,60
210,86,86,98,92,74
240,86,86,98,92,56
270,86,86,98,92,56
300,86,86,98,92,56
330,86,86,98,92,56
360,86,86,45,92,56
390,86,86,45,92,79
420,86,86,7,92,79
450,33,86,7,92,79
480,33,33,7,92,13
510,33,33,7,92,13
540,33,33,7,92,13
570,24,33,7,92,13
600,78,80,7,92,56
630,78,80,7,92,56
660,78,80,7,92,57
690,78,80,7,92,57
720,78,80,7,92,57
750,78,80,7,92,57
780,78,80,7,92,63
810,78,80,85,92,63
840,78,90,85,92,57
870,78,90,85,92,57
900,78,90,85,92,57
930,78,80,38,92,57
960,78,80,38,92,57
990,78,80,58,92,57
1020,78,80,58,92,57
1050,78,80,58,92,57
1080,78,80,58,92,57
1110,78,80,64,92,57
1140,78,80,64,92,57
1170,78,80,64,92,57
1200,80,80,64,92,57
1230,80,80,64,92,57
1260,80,90,64,92,57
1290,80,80,64,92,57
1320,80,80,64,92,57
1350,80,80,61,92,57
1380,80,80,61,92,63
1410,80,80,7,92,63
1440,33,80,7,92,41
1470,33,80,7,92,41
1500,33,80,7,92,41
1530,10,80,7,92,41
1560,10,80,18,92,41
1590,10,80,18,92,41
1620,10,80,18,92,41
1650,10,80,18,92,41
1680,10,80,21,92,41
1710,8,80,21,92,41
1740,8,80,21,92,41
1770,8,80,62,92,41
1800,8,80,62,92,41
1830,8,80,62,92,41
1860,8,80,62,92,41
1890,8,80,21,92,41
1920,8,80,21,92,41
1950,97,80,21,92,41
1980,97,80,21,92,41
2010,97,80,21,92,41
2040,97,80,62,92,41
2070,97,80,62,92,41
2100,97,80,62,92,41
2130,32,80,62,92,41
2160,32,80,62,92,41
2190,32,80,31,92,41
2220,97,80,31,92,41
2250,97,97,31,92,41
2280,97,97,21,92,41
2310,97,97,21,92,41
2340,97,97,21,92,41
2370,97,97,21,92,41
2400,97,97,21,92,74
2430,97,97,21,92,74
2460,97,97,21,92,74
2490,97,97,1,92,74
2520,97,97,1,92,56
2550,97,97,1,92,56
2580,97,44,1,92,56
2610,80,44,76,92,56
2640,97,33,76,92,56
2670,97,33,76,92,54
2700,80,33,76,92,57
2730,80,33,91,92,55
2760,97,33,91,92,55
2790,78,33,91,92,50
2820,78,33,91,92,55
2850,78,33,91,92,50
2880,78,33,91,92,50
2910,78,33,91,92,50
2940,78,83,12,92,95
2970,78,83,12,92,50
3000,78,83,12,92,59
3030,78,83,12,92,3
3060,78,83,2,92,3
3090,89,83,2,92,3
3120,89,83,2,92,3
3150,89,83,45,92,3
3180,89,83,45,92,3
3210,89,83,45,92,3
3240,89,83,45,92,3
3270,89,83,45,92,3
3300,82,83,45,92,81
3330,82,83,45,92,81
3360,82,83,45,92,81
3390,89,83,45,92,81
3420,82,69,45,92,81
3450,82,69,45,92,3
3480,78,89,45,92,3
3510,78,89,58,92,3
3540,78,89,58,92,3
3570,78,89,58,92,3
3600,78,89,34,92,3
3630,78,89,34,92,3
3660,78,89,58,92,3
3690,83,89,49,92,3
3720,83,89,49,92,71
3750,78,89,58,92,71
3780,78,82,58,92,71
3810,78,82,67,92,81
3840,78,82,67,92,3
3870,78,82,67,92,36
3900,83,82,67,92,36
3930,44,69,67,92,3
3960,44,69,96,92,36
3990,44,69,96,92,36
4020,44,69,96,92,36
4050,44,83,96,92,36
4080,44,83,96,92,36
4110,44,83,96,92,36
4140,80,83,96,92,3
4170,24,83,96,92,3
4200,24,83,96,92,3
4230,24,83,96,92,3
4260,24,83,58,92,3
4290,24,83,58,92,81
4320,24,83,38,92,81
4350,78,83,38,92,81
4380,78,83,38,92,3
4410,78,83,38,92,3
4440,24,83,38,92,3
4470,24,83,38,92,3
4500,24,83,34,92,3
4530,80,83,40,92,71
4560,80,83,40,92,71
4590,80,83,38,92,71
4620,80,83,38,92,81
4650,80,83,34,92,81
4680,80,83,34,92,81
4710,80,83,67,92,81
4740,80,83,58,92,81
4770,90,83,58,92,81
4800,90,83,58,92,81
4830,80,83,58,92,59
4860,80,83,58,92,59
4890,80,83,58,92,59
4920,80,83,40,92,95
4950,80,83,40,92,95
4980,80,78,58,92,59
5010,80,78,58,92,59
5040,80,83,38,92,59
5070,78,83,38,92,59
5100,78,83,38,92,59
5130,78,83,38,92,59
5160,78,83,38,92,59
5190,78,83,58,92,95
5220,78,90,58,92,95
5250,78,90,58,92,95
5280,78,90,58,92,95
5310,78,90,58,92,95
5340,90,90,58,92,50
5370,90,90,58,92,50
5400,80,90,58,92,50
5430,80,90,58,92,50
5460,80,90,58,92,50
5490,80,90,38,92,50
5520,80,83,38,92,50
5550,80,83,38,92,50
5580,90,83,58,92,50
5610,90,83,58,92,50
5640,90,83,45,92,50
5670,90,83,45,92,50
5700,90,83,87,92,50
5730,90,83,45,92,95
5760,80,83,45,92,95
5790,78,83,45,92,95
5820,78,83,45,92,95
5850,80,89,45,92,95
5880,80,89,45,92,95
5910,80,82,45,92,95
5940,80,89,45,92,95
5970,80,69,45,92,95
6000,24,83,45,92,3
6030,24,83,45,92,3
6060,24,83,7,92,3
6090,10,83,7,92,3
6120,10,83,7,92,3
6150,24,83,7,92,3
6180,24,83,7,92,3
6210,22,82,7,92,3
6240,22,82,7,92,36
6270,22,82,7,92,36
6300,22,82,7,92,36
6330,22,82,7,92,36
6360,22,82,7,92,36
6390,22,89,7,92,71
6420,22,78,7,92,71
6450,22,83,7,92,15
6480,11,83,7,92,15
6510,11,83,98,92,71
6540,11,83,98,92,71
6570,11,83,98,92,36
6600,11,83,98,92,36
6630,22,83,42,92,36
6660,22,83,45,92,36
6690,22,83,45,92,71
6720,22,83,45,92,71
6750,22,83,45,92,71
6780,22,83,45,92,71
6810,22,83,45,92,71
6840,22,89,45,92,71
6870,24,89,45,92,3
6900,24,89,45,92,3
6930,24,89,45,92,3
6960,24,89,45,92,36
6990,24,89,45,92,81
7020,24,89,87,92,81
7050,24,83,87,92,81
7080,24,83,87,92,3
7110,24,83,87,92,3
7140,24,83,58,92,59
7170,24,82,58,92,59
7200,24,82,96,92,95
7230,69,82,96,92,50
7260,69,69,58,92,50
7290,69,69,58,92,50
7320,24,82,58,92,50
7350,24,82,7,92,50
7380,69,82,7,92,95
7410,24,82,7,92,95
7440,24,82,7,92,95
7470,24,82,7,92,95
7500,24,82,49,92,59
7530,24,82,49,92,59
7560,24,82,64,92,59
7590,78,82,64,92,59
7620,78,94,64,92,3
7650,82,94,64,92,3
7680,94,94,38,92,3
7710,94,94,38,92,3
7740,82,69,45,92,3
7770,82,78,45,92,3
7800,82,78,38,92,3
7830,82,78,58,92,36
7860,82,78,58,92,36
7890,82,78,58,92,36
7920,82,94,58,92,36
7950,82,94,64,92,36
7980,82,89,64,92,36
8010,82,89,87,92,36
8040,82,89,87,92,36
8070,94,89,87,92,3
8100,94,89,7,92,3
8130,94,82,7,92,71
8160,94,82,7,92,71
8190,94,89,7,92,36
8220,94,89,7,92,36
8250,89,89,7,92,36
8280,89,89,45,92,36
8310,94,89,45,92,36
8340,94,69,45,92,36
8370,69,94,45,92,36
8400,69,69,45,92,36
8430,69,69,45,92,36
8460,69,78,45,92,36
8490,69,78,45,92,36
8520,97,97,45,92,36
8550,97,97,45,92,36
8580,97,97,7,92,36
8610,97,82,7,92,3
8640,69,82,34,92,3
8670,24,82,34,92,3
8700,69,82,87,92,3
8730,69,82,87,92,36
8760,69,82,87,92,71
8790,69,97,87,92,71
8820,69,69,87,92,36
8850,69,69,87,92,3
8880,69,69,87,92,3
8910,69,69,87,92,3
8940,69,69,87,92,81
8970,69,69,87,92,81
9000,69,69,87,92,59
9030,69,69,87,92,50
9060,24,69,87,92,50
9090,24,24,87,92,50
9120,24,24,87,92,50
9150,24,69,87,92,50
9180,24,69,45,92,95
9210,24,69,45,92,95
9240,80,69,45,92,95
9270,80,94,87,92,95
9300,80,94,87,92,3
9330,80,78,87,92,3
9360,80,78,87,92,3
9390,97,69,87,92,3
9420,97,69,87,92,3
9450,97,69,87,92,3
9480,97,69,87,92,3
9510,97,69,87,92,36
9540,97,69,45,92,81
9570,97,69,45,92,81
9600,97,69,87,92,71
9630,97,69,87,92,71
9660,97,69,61,92,3
9690,97,97,61,92,27
9720,97,97,87,92,27
9750,24,97,58,92,27
9780,24,97,58,92,27
9810,80,69,58,92,27
9840,80,69,58,92,27
9870,24,69,45,92,27
9900,24,69,45,92,3
9930,24,69,45,92,3
9960,69,69,87,92,3
9990,69,69,87,92,3
10020,69,69,87,92,3
10050,69,69,7,92,81
10080,69,69,7,92,81
10110,69,69,7,92,59
10140,69,69,7,92,59
10170,69,82,7,92,95
10200,69,82,7,92,95
10230,69,82,7,92,95
10260,69,69,7,92,95
10290,69,69,7,92,95
