t,p0,p1,p2,p3,p4
0,105,180,104,81,180
30,105,180,104,81,180
60,71,180,71,81,180
90,103,180,71,81,180
120,103,180,91,81,180
150,103,180,91,81,180
180,103,180,91,81,180
210,91,180,91,81,180
240,91,180,91,81,180
270,23,180,91,81,180
300,23,180,112,81,180
330,195,93,112,81,93
360,195,81,112,81,81
390,195,50,112,81,81
420,195,50,112,81,62
450,195,117,112,81,62
480,195,117,125,81,50
510,70,117,125,81,50
540,70,117,125,50,149
570,70,117,50,50,149
600,70,182,50,117,149
630,97,182,50,117,149
660,97,149,50,117,149
690,97,149,50,117,149
720,56,145,185,117,149
750,56,145,185,117,149
780,56,149,185,182,149
810,56,149,185,182,149
840,56,149,182,149,182
870,70,149,69,149,182
900,70,149,69,149,149
930,70,149,69,149,149
960,97,149,69,149,182
990,97,149,69,149,182
1020,97,149,69,149,149
1050,97,149,149,149,149
1080,97,149,149,149,149
1110,97,149,149,149,149
1140,97,149,149,149,149
1170,97,149,149,51,149
1200,97,51,51,51,100
1230,97,51,51,51,100
1260,97,51,51,51,100
1290,97,51,51,183,100
1320,97,51,51,183,100
1350,97,140,145,190,100
1380,97,140,140,190,100
1410,97,140,140,188,100
1440,97,145,140,188,100
1470,195,145,140,140,100
1500,195,145,140,145,182
1530,195,163,140,145,182
1560,195,163,145,145,182
1590,195,163,145,145,182
1620,195,163,145,145,182
1650,70,163,145,190,182
1680,70,163,145,190,182
1710,195,163,145,194,182
1740,195,163,145,194,182
1770,195,163,145,194,182
1800,195,163,145,194,182
1830,195,163,145,194,182
1860,195,163,145,194,182
1890,129,163,145,194,182
1920,129,160,145,153,182
1950,129,160,145,153,182
1980,129,160,145,153,182
2010,129,160,145,153,182
2040,129,160,145,153,182
2070,129,160,145,73,182
2100,129,160,145,73,182
2130,129,160,145,73,182
2160,129,160,145,125,182
2190,195,160,145,125,182
2220,195,160,145,125,182
2250,195,145,100,125,100
2280,195,145,100,125,100
2310,94,145,100,125,100
2340,94,145,100,125,100
2370,94,145,100,125,100
2400,94,145,100,50,100
2430,94,190,100,50,100
2460,23,190,100,93,100
2490,23,190,100,93,100
2520,91,190,100,81,100
2550,91,51,100,81,149
2580,23,51,80,81,149
2610,23,185,80,81,131
2640,23,185,177,62,131
2670,23,144,177,62,131
2700,23,144,58,62,131
2730,23,50,58,62,131
2760,23,50,58,62,131
2790,23,50,58,62,131
2820,95,50,108,62,131
2850,95,125,108,62,131
2880,101,125,108,62,122
2910,101,125,108,132,122
2940,101,112,108,132,122
2970,53,112,108,132,122
3000,45,112,108,132,122
3030,53,90,108,132,122
3060,30,90,108,132,83
3090,30,90,108,132,83
3120,30,90,111,132,83
3150,30,90,111,132,83
3180,30,90,60,132,184
3210,30,90,60,132,184
3240,30,90,60,107,184
3270,30,90,60,107,184
3300,30,90,60,109,184
3330,150,90,111,109,184
3360,150,86,111,111,184
3390,30,86,111,111,184
3420,30,92,111,109,184
3450,30,92,111,109,184
3480,30,130,109,109,184
3510,30,130,109,109,184
3540,30,130,109,109,184
3570,30,130,109,109,130
3600,150,130,109,111,184
3630,150,130,109,111,136
3660,150,130,109,111,136
3690,150,130,109,111,136
3720,150,130,109,111,136
3750,150,130,111,111,136
3780,36,130,111,111,136
3810,36,130,111,111,136
3840,36,130,111,111,136
3870,36,130,111,111,136
3900,36,130,111,111,136
3930,36,130,109,111,184
3960,36,130,111,111,184
3990,36,130,111,111,184
4020,30,130,111,173,130
4050,30,130,111,173,130
4080,30,130,111,173,184
4110,30,184,111,173,184
4140,30,136,111,173,130
4170,30,136,111,173,79
4200,30,136,107,107,136
4230,30,184,107,107,184
4260,30,184,107,107,184
4290,150,184,107,107,4
4320,150,184,107,107,4
4350,150,184,107,107,4
4380,150,184,107,107,4
4410,150,184,107,107,4
4440,150,184,107,107,8
4470,150,184,107,107,8
4500,150,184,107,107,8
4530,150,184,107,107,8
4560,150,184,107,107,8
4590,150,184,107,111,8
4620,150,130,107,111,8
4650,150,184,107,111,8
4680,150,184,107,111,8
4710,150,184,107,111,8
4740,150,184,107,111,8
4770,150,133,107,111,8
4800,150,4,107,107,8
4830,150,4,107,107,7
4860,150,4,107,107,7
4890,36,7,107,107,7
4920,36,7,107,109,7
4950,36,121,109,109,7
4980,36,121,109,109,7
5010,36,121,109,109,83
5040,36,121,109,109,83
5070,36,121,109,109,131
5100,36,121,109,107,131
5130,36,83,109,107,131
5160,120,83,109,107,83
5190,120,7,109,107,83
5220,146,121,109,107,83
5250,146,121,109,107,83
5280,146,121,109,107,83
5310,146,193,107,107,83
5340,146,193,107,107,83
5370,146,193,107,109,83
5400,146,193,111,109,83
5430,146,83,111,107,83
5460,146,83,111,107,83
5490,146,83,111,111,83
5520,146,83,107,111,121
5550,146,83,107,111,121
5580,15,83,107,111,122
5610,15,7,107,111,122
5640,179,7,107,111,122
5670,179,7,107,111,122
5700,179,7,107,111,122
5730,33,121,107,111,122
5760,33,121,107,111,122
5790,179,121,177,111,83
5820,179,7,177,58,83
5850,179,7,177,58,83
5880,179,7,177,58,83
5910,179,7,177,58,83
5940,179,7,177,108,83
5970,179,7,177,108,83
6000,36,7,177,108,83
6030,120,7,100,108,122
6060,179,7,100,108,122
6090,179,7,100,108,122
6120,179,7,100,108,122
6150,15,7,190,108,122
6180,15,7,190,109,122
6210,15,7,190,109,122
6240,120,7,51,109,122
6270,120,7,100,109,122
6300,150,7,100,111,122
6330,150,7,100,111,122
6360,30,7,100,111,122
6390,30,83,100,111,122
6420,30,83,100,111,122
6450,30,83,80,137,122
6480,30,83,80,137,122
6510,30,83,80,137,122
6540,30,131,80,137,122
6570,30,122,80,137,122
6600,30,122,100,110,122
6630,30,122,100,110,122
6660,55,122,149,110,122
6690,55,122,149,110,122
6720,30,122,149,110,122
6750,30,122,149,110,122
6780,30,122,188,110,83
6810,30,83,188,110,83
6840,30,83,188,137,83
6870,30,83,188,137,7
6900,150,83,140,137,7
6930,150,184,140,137,7
6960,150,184,145,137,7
6990,150,184,145,137,130
7020,150,184,100,137,130
7050,36,184,100,132,130
7080,36,143,100,132,143
7110,36,143,100,132,128
7140,36,128,110,132,128
7170,36,128,110,132,143
7200,30,128,110,132,143
7230,30,138,110,132,143
7260,53,138,110,132,143
7290,53,124,110,132,143
7320,53,124,60,110,138
7350,55,124,60,110,138
7380,55,124,60,110,138
7410,55,124,60,60,79
7440,150,79,60,60,79
7470,150,79,60,60,79
7500,150,79,60,60,136
7530,150,79,60,60,136
7560,36,138,60,60,74
7590,36,138,60,60,74
7620,36,79,60,60,74
7650,36,78,60,111,74
7680,150,78,109,111,74
7710,150,77,109,111,74
7740,150,77,109,109,136
7770,150,77,109,109,136
7800,36,79,109,109,184
7830,36,79,109,109,184
7860,36,79,111,107,79
7890,150,79,111,107,79
7920,150,79,111,111,79
7950,150,136,111,111,79
7980,36,136,60,111,79
8010,36,136,60,111,79
8040,150,136,60,111,79
8070,150,136,60,111,136
8100,36,136,60,107,136
8130,150,130,110,107,136
8160,94,83,110,107,133
8190,94,83,22,107,4
8220,91,83,22,107,4
8250,91,7,22,107,4
8280,91,7,22,107,131
8310,91,7,22,107,131
8340,91,7,137,107,131
8370,91,7,137,107,131
8400,91,83,137,107,131
8430,91,83,137,107,131
8460,91,83,137,107,131
