t,p0,p1,p2,p3,p4
0,51,8,14,14,51
30,51,8,14,14,51
60,51,8,14,14,51
90,51,8,14,14,51
120,51,8,14,14,51
150,51,8,14,14,51
180,51,8,14,14,51
210,51,8,14,14,51
240,51,8,14,14,51
270,51,8,14,14,51
300,51,8,14,14,51
330,51,8,14,14,51
360,51,8,14,14,51
390,51,8,14,14,51
420,51,8,14,14,51
450,51,8,14,14,51
480,51,8,14,4,51
510,51,8,14,4,51
540,51,8,14,21,51
570,51,8,14,21,51
600,51,8,14,58,51
630,51,8,14,58,51
660,51,8,14,21,51
690,51,8,1,21,51
720,51,8,1,39,51
750,51,8,1,39,51
780,51,8,31,31,51
810,51,98,31,31,51
840,51,98,31,31,51
870,51,98,31,31,51
900,51,98,81,31,51
930,51,98,81,31,51
960,51,98,12,92,51
990,51,98,12,92,51
1020,51,98,12,92,51
1050,51,98,12,92,51
1080,51,98,53,92,51
1110,51,98,53,92,51
1140,51,98,17,53,51
1170,51,98,17,53,51
1200,51,98,58,53,51
1230,51,98,58,53,51
1260,51,98,21,53,51
1290,51,98,21,21,51
1320,51,98,27,21,51
1350,51,98,27,58,51
1380,51,98,27,58,51
1410,51,98,21,58,51
1440,51,98,21,58,51
1470,51,98,21,58,51
1500,51,98,1,58,51
1530,51,98,39,58,51
1560,51,98,39,58,51
1590,51,98,52,58,51
1620,51,98,52,58,51
1650,51,98,31,58,51
1680,51,98,31,58,51
1710,51,98,94,58,51
1740,51,98,5,58,51
1770,51,8,5,58,51
1800,51,8,18,58,51
1830,51,68,18,58,51
1860,51,75,18,58,51
1890,51,75,18,80,51
1920,51,98,18,80,51
1950,51,40,59,80,51
1980,51,40,59,80,51
2010,51,40,59,21,51
2040,51,40,59,21,51
2070,51,6,59,21,51
2100,51,0,59,21,51
2130,51,0,59,21,51
2160,51,44,27,21,51
2190,51,44,94,21,51
2220,51,44,94,58,51
2250,51,98,20,58,51
2280,51,98,20,58,51
2310,51,44,61,58,51
2340,51,44,61,58,51
2370,51,44,61,58,51
2400,51,44,61,58,51
2430,51,44,61,52,51
2460,51,44,61,52,51
2490,51,44,61,58,51
2520,51,44,49,58,51
2550,51,44,49,58,51
2580,51,8,94,31,51
2610,51,8,94,31,51
2640,51,8,45,14,51
2670,51,8,45,14,51
2700,51,8,45,14,51
2730,51,8,5,14,51
2760,51,8,5,14,51
2790,51,8,75,14,51
2820,51,8,75,14,51
2850,51,8,0,14,51
2880,51,8,0,14,51
2910,51,8,48,14,51
2940,51,8,48,14,51
2970,51,8,48,14,51
