id,x0,y0,x1,y1
99,140,122,142,122
98,74,78,76,78
97,76,156,76,166
96,160,154,160,156
95,70,158,72,154
94,112,144,112,146
93,102,82,102,80
92,76,166,76,164
91,78,166,76,166
90,80,166,78,166
89,158,100,166,96
88,84,172,84,170
87,96,104,98,106
86,82,134,82,118
85,84,156,84,154
84,116,136,114,136
83,120,166,116,166
82,128,164,120,166
81,98,162,100,162
80,132,130,126,128
79,90,128,88,128
78,174,122,174,124
77,126,128,124,132
76,176,146,176,148
75,160,80,162,80
74,100,168,106,174
73,96,100,98,100
72,90,164,94,166
71,124,124,128,126
70,172,88,174,88
69,102,140,104,138
68,128,108,126,108
67,102,114,102,116
66,144,100,144,106
65,104,154,102,154
64,154,104,154,96
63,72,162,70,158
62,110,128,110,130
61,84,96,86,96
60,86,138,84,138
59,92,134,92,136
28,78,126,78,128
27,138,92,136,94
26,94,172,92,172
25,156,134,156,132
24,96,122,96,124
23,134,98,144,98
22,90,164,94,166
21,158,100,166,96
20,114,116,114,118
19,98,144,96,140
18,108,112,110,112
17,96,140,92,138
16,144,76,150,78
15,156,82,154,82
14,94,96,94,94
13,142,100,144,100
0,118,98,118,100
1,120,116,122,116
2,124,134,124,136
3,92,78,120,78
4,84,156,84,154
5,78,144,78,146
6,122,122,122,124
7,176,102,176,104
8,90,112,92,112
9,170,82,170,84
10,178,90,178,92
11,88,90,84,90
12,122,78,122,76
29,132,144,130,142
30,144,110,136,108
31,150,146,146,146
32,156,148,152,148
33,86,156,88,156
34,150,170,154,172
35,132,94,130,94
36,86,160,84,158
37,136,96,134,98
38,88,86,90,86
39,154,172,156,170
40,118,120,118,122
41,80,88,80,90
42,166,96,164,96
43,160,116,162,116
44,82,80,74,76
45,100,168,104,170
46,158,150,156,148
47,82,172,80,170
48,82,166,82,172
49,112,100,112,98
50,76,106,76,108
51,136,144,134,144
52,138,136,140,136
53,82,148,84,148
54,78,164,78,162
55,82,166,84,168
56,148,108,148,110
57,140,108,140,108
58,84,164,82,166
